N-Number;Company_ID;Airplane_Model;Engine_Type_Id;Aircraft_Type;Year
N353NB;33;A319-114;1;Fixed Wing Multi-Engine;2002
N353NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N35407;89;737-924;1;Fixed Wing Multi-Engine;2001
N354CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N354DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N354FR;88;A320-251N;2;Fixed Wing Multi-Engine;2019
N354JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N354NB;33;A319-114;1;Fixed Wing Multi-Engine;2002
N354NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N354PT;16;737-800;1;Fixed Wing Multi-Engine;2017
N355DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N355JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N355NB;33;A319-114;1;Fixed Wing Multi-Engine;2002
N355NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N355PU;16;737-800;1;Fixed Wing Multi-Engine;2017
N356DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N356FR;93;A320-251N;2;Fixed Wing Multi-Engine;2019
N356NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N357DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N357FC;73;ERJ 170-100SU;1;Fixed Wing Multi-Engine;2004
N357NB;33;A319-114;1;Fixed Wing Multi-Engine;2002
N357NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N357PV;90;737-800;1;Fixed Wing Multi-Engine;2017
N358DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N358FR;88;A320-251N;2;Fixed Wing Multi-Engine;2019
N358JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N358NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N358NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N358PW;90;737-800;1;Fixed Wing Multi-Engine;2017
N35953;89;787-9;1;Fixed Wing Multi-Engine;2015
N359DN;21;A321-211;1;Fixed Wing Multi-Engine;2018
N359FR;88;A320-251N;2;Fixed Wing Multi-Engine;2019
N359NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N359NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N359PX;16;737-800;1;Fixed Wing Multi-Engine;2017
N360DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N360FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N360HA;12;A330-243;1;Fixed Wing Multi-Engine;2016
N360NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N360NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N361DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N361FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N361HA;90;A330-243;1;Fixed Wing Multi-Engine;2017
N361NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N361NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N361VA;93;A320-214;1;Fixed Wing Multi-Engine;2013
N36207;93;737-824;1;Fixed Wing Multi-Engine;2000
N36247;93;737-824;1;Fixed Wing Multi-Engine;1999
N36272;89;737-824;1;Fixed Wing Multi-Engine;2001
N36280;89;737-824;1;Fixed Wing Multi-Engine;2003
N362DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N362FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N362NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N362NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N362VA;11;A320-214;1;Fixed Wing Multi-Engine;2016
N363DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N363FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N363NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N363NW;33;A320-212;1;Fixed Wing Multi-Engine;1998
N363VA;11;A320-214;1;Fixed Wing Multi-Engine;2016
N36444;89;737-924ER;1;Fixed Wing Multi-Engine;2010
N36447;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N36469;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N36472;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N36476;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N364DX;33;A321-211;1;Fixed Wing Multi-Engine;2018
N364FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N364NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N364NW;93;A320-212;1;Fixed Wing Multi-Engine;1999
N364VA;11;A320-214;1;Fixed Wing Multi-Engine;2016
N365DN;33;A321-211;1;Fixed Wing Multi-Engine;2018
N365FR;21;A320-251N;2;Fixed Wing Multi-Engine;2019
N365NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N365NW;93;A320-212;1;Fixed Wing Multi-Engine;1999
N365VA;11;A320-214;1;Fixed Wing Multi-Engine;2016
N366DX;33;A321-211;1;Fixed Wing Multi-Engine;2019
N366FR;21;A320-251N;2;Fixed Wing Multi-Engine;2020
N366NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N366NW;93;A320-212;1;Fixed Wing Multi-Engine;1999
N367CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N367DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N367FR;21;A320-251N;2;Fixed Wing Multi-Engine;2020
N367NW;33;A320-212;1;Fixed Wing Multi-Engine;1999
N368CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N368DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N368JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N368NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N368NW;33;A320-212;1;Fixed Wing Multi-Engine;1999
N36915;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N36962;89;787-9;1;Fixed Wing Multi-Engine;2015
N369DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N369NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N369NW;33;A320-212;1;Fixed Wing Multi-Engine;1999
N37018;89;777-224;1;Fixed Wing Multi-Engine;2002
N370DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N370FR;88;A320-251N;2;Fixed Wing Multi-Engine;None
N370HA;45;A330-243;1;Fixed Wing Multi-Engine;2014
N370NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N370NW;93;A320-212;1;Fixed Wing Multi-Engine;1999
N371CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N371DA;33;737-832;1;Fixed Wing Multi-Engine;1998
N371DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N371NB;33;A319-114;1;Fixed Wing Multi-Engine;2003
N371NW;33;A320-212;1;Fixed Wing Multi-Engine;2001
N37252;89;737-824;1;Fixed Wing Multi-Engine;2000
N37253;89;737-824;1;Fixed Wing Multi-Engine;2000
N37255;93;737-824;1;Fixed Wing Multi-Engine;2000
N37263;93;737-824;1;Fixed Wing Multi-Engine;2001
N37267;93;737-824;1;Fixed Wing Multi-Engine;2001
N37273;93;737-824;1;Fixed Wing Multi-Engine;2001
N37274;93;737-824;1;Fixed Wing Multi-Engine;2002
N37277;89;737-824;1;Fixed Wing Multi-Engine;2002
N37281;89;737-824;1;Fixed Wing Multi-Engine;2003
N37287;89;737-824;1;Fixed Wing Multi-Engine;2004
N37290;89;737-824;1;Fixed Wing Multi-Engine;2004
N37293;93;737-824;1;Fixed Wing Multi-Engine;2005
N37298;93;737-824;1;Fixed Wing Multi-Engine;2005
N372DA;33;737-832;1;Fixed Wing Multi-Engine;1998
N372DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N372NW;33;A320-212;1;Fixed Wing Multi-Engine;2001
N3730B;33;737-832;1;Fixed Wing Multi-Engine;2000
N3731T;33;737-832;1;Fixed Wing Multi-Engine;2000
N3732J;33;737-832;1;Fixed Wing Multi-Engine;2000
N3733Z;33;737-832;1;Fixed Wing Multi-Engine;2000
N3734B;33;737-832;1;Fixed Wing Multi-Engine;2000
N3735D;33;737-832;1;Fixed Wing Multi-Engine;2000
N3736C;33;737-832;1;Fixed Wing Multi-Engine;2000
N3737C;33;737-832;1;Fixed Wing Multi-Engine;2000
N3738B;33;737-832;1;Fixed Wing Multi-Engine;2000
N3739P;33;737-832;1;Fixed Wing Multi-Engine;2000
N373DA;33;737-832;1;Fixed Wing Multi-Engine;1998
N373DX;21;A321-211;1;Fixed Wing Multi-Engine;2019
N373HA;45;A330-243;1;Fixed Wing Multi-Engine;2014
N373JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N373NW;33;A320-212;1;Fixed Wing Multi-Engine;2001
N37408;93;737-924;1;Fixed Wing Multi-Engine;2001
N37409;93;737-924;1;Fixed Wing Multi-Engine;2001
N3740C;33;737-832;1;Fixed Wing Multi-Engine;2000
N37413;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N37419;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N3741S;33;737-832;1;Fixed Wing Multi-Engine;2001
N37420;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N37422;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N37427;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N3742C;33;737-832;1;Fixed Wing Multi-Engine;2001
N37434;89;737-924ER;1;Fixed Wing Multi-Engine;2009
N37437;89;737-924ER;1;Fixed Wing Multi-Engine;2009
N3743H;33;737-832;1;Fixed Wing Multi-Engine;2001
N3744F;33;737-832;1;Fixed Wing Multi-Engine;2001
N37456;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N3745B;33;737-832;1;Fixed Wing Multi-Engine;2001
N37462;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N37464;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N37465;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N37466;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N37468;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N3746H;33;737-832;1;Fixed Wing Multi-Engine;2001
N37470;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N37471;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N37474;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N3747D;33;737-832;1;Fixed Wing Multi-Engine;2001
N3748Y;33;737-832;1;Fixed Wing Multi-Engine;2001
N3749D;33;737-832;1;Fixed Wing Multi-Engine;2001
N374DA;33;737-832;1;Fixed Wing Multi-Engine;1998
N374DX;21;A321-211;1;Fixed Wing Multi-Engine;2019
N374HA;45;A330-243;1;Fixed Wing Multi-Engine;2014
N374JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N374NW;33;A320-212;1;Fixed Wing Multi-Engine;2001
N37502;89;737-9;1;Fixed Wing Multi-Engine;2018
N37504;89;737-9;1;Fixed Wing Multi-Engine;2018
N37506;89;737-9;1;Fixed Wing Multi-Engine;2018
N37507;89;737-9;1;Fixed Wing Multi-Engine;None
N37508;89;737-9;1;Fixed Wing Multi-Engine;None
N3750D;33;737-832;1;Fixed Wing Multi-Engine;2001
N37510;89;737-9;1;Fixed Wing Multi-Engine;2019
N37513;89;737-9;1;Fixed Wing Multi-Engine;2019
N37514;89;737-9;1;Fixed Wing Multi-Engine;2019
N3751B;33;737-832;1;Fixed Wing Multi-Engine;2001
N3752;33;737-832;1;Fixed Wing Multi-Engine;2001
N3753;33;737-832;1;Fixed Wing Multi-Engine;2001
N3754A;33;737-832;1;Fixed Wing Multi-Engine;2001
N3755D;33;737-832;1;Fixed Wing Multi-Engine;2001
N3756;33;737-832;1;Fixed Wing Multi-Engine;2001
N3757D;33;737-832;1;Fixed Wing Multi-Engine;2001
N3758Y;33;737-832;1;Fixed Wing Multi-Engine;2001
N3759;33;737-832;1;Fixed Wing Multi-Engine;2001
N375DA;33;737-832;1;Fixed Wing Multi-Engine;1998
N375DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N375HA;93;A330-243;1;Fixed Wing Multi-Engine;2015
N375JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2013
N375NC;33;A320-212;1;Fixed Wing Multi-Engine;2002
N3760C;33;737-832;1;Fixed Wing Multi-Engine;2001
N3761R;33;737-832;1;Fixed Wing Multi-Engine;2001
N3762Y;33;737-832;1;Fixed Wing Multi-Engine;2001
N3763D;33;737-832;1;Fixed Wing Multi-Engine;2001
N3764D;33;737-832;1;Fixed Wing Multi-Engine;2001
N3765;33;737-832;1;Fixed Wing Multi-Engine;2001
N3766;33;737-832;1;Fixed Wing Multi-Engine;2001
N3767;33;737-832;1;Fixed Wing Multi-Engine;2001
N3768;33;737-832;1;Fixed Wing Multi-Engine;2002
N3769L;33;737-832;1;Fixed Wing Multi-Engine;2002
N376CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N376DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N376DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N376NW;33;A320-212;1;Fixed Wing Multi-Engine;2002
N37700;33;737-832;1;Fixed Wing Multi-Engine;2002
N3771K;33;737-832;1;Fixed Wing Multi-Engine;2002
N3772H;33;737-832;1;Fixed Wing Multi-Engine;2010
N3773D;33;737-832;1;Fixed Wing Multi-Engine;2010
N377DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N377DE;90;737-8EH;1;Fixed Wing Multi-Engine;2014
N377DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N377NW;33;A320-211;1;Fixed Wing Multi-Engine;2003
N378DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N378DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N378HA;93;A330-243;1;Fixed Wing Multi-Engine;2015
N378NW;33;A320-211;1;Fixed Wing Multi-Engine;2003
N379AA;;NULL;;NULL;NULL
N379DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N379DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N379HA;93;A330-243;1;Fixed Wing Multi-Engine;2015
N380DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N380DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N380HA;93;A330-243;1;Fixed Wing Multi-Engine;2010
N381AN;30;767-323;1;Fixed Wing Multi-Engine;1993
N381DN;33;737-832;1;Fixed Wing Multi-Engine;1999
N381DZ;21;A321-211;1;Fixed Wing Multi-Engine;2019
N381HA;88;A330-243;1;Fixed Wing Multi-Engine;2010
N38257;93;737-824;1;Fixed Wing Multi-Engine;2000
N38268;93;737-824;1;Fixed Wing Multi-Engine;2001
N382DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N382DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N382HA;88;A330-243;1;Fixed Wing Multi-Engine;2010
N383DN;33;737-832;1;Fixed Wing Multi-Engine;1999
N383DZ;33;A321-211;1;Fixed Wing Multi-Engine;2019
N383HA;45;A330-243;1;Fixed Wing Multi-Engine;2011
N38403;89;737-924;1;Fixed Wing Multi-Engine;2001
N38417;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N38424;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N38443;89;737-924ER;1;Fixed Wing Multi-Engine;2010
N38446;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N38451;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N38454;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N38458;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N38459;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N38467;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N38473;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N38479;89;737-900ER;1;Fixed Wing Multi-Engine;2016
N384AA;30;767-323;1;Fixed Wing Multi-Engine;1993
N384DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N384DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N384HA;45;A330-243;1;Fixed Wing Multi-Engine;2011
N385AM;30;767-323;1;Fixed Wing Multi-Engine;1994
N385DN;33;737-832;1;Fixed Wing Multi-Engine;1999
N385DZ;33;A321-211;1;Fixed Wing Multi-Engine;2019
N385HA;45;A330-243;1;Fixed Wing Multi-Engine;2012
N386DA;33;737-832;1;Fixed Wing Multi-Engine;1999
N386DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N386HA;45;A330-243;1;Fixed Wing Multi-Engine;2012
N38727;93;737-724;1;Fixed Wing Multi-Engine;1999
N387DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N387DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N388AA;30;767-323;1;Fixed Wing Multi-Engine;1995
N388DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N388DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N388HA;90;A330-243;1;Fixed Wing Multi-Engine;2012
N38950;89;787-9;1;Fixed Wing Multi-Engine;2014
N38955;89;787-9;1;Fixed Wing Multi-Engine;2015
N389AA;;NULL;;NULL;NULL
N389DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N389HA;13;A330-243;1;Fixed Wing Multi-Engine;None
N390AA;50;767-323;1;Fixed Wing Multi-Engine;1995
N390CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N390DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N390DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N390HA;90;A330-243;1;Fixed Wing Multi-Engine;2013
N391AA;16;767-323;1;Fixed Wing Multi-Engine;1995
N391CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N391DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N391DN;21;A321-211;1;Fixed Wing Multi-Engine;2019
N391HA;45;A330-243;1;Fixed Wing Multi-Engine;2013
N39297;93;737-824;1;Fixed Wing Multi-Engine;2005
N392AN;30;767-323;1;Fixed Wing Multi-Engine;1998
N392DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N392DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N392HA;90;A330-243;1;Fixed Wing Multi-Engine;2013
N393AN;30;767-323;1;Fixed Wing Multi-Engine;1998
N393DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N393DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N393HA;45;A330-243;1;Fixed Wing Multi-Engine;2013
N39415;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N39416;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N39418;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N39423;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N39450;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N39461;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N39463;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N39475;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N394AN;30;767-323;1;Fixed Wing Multi-Engine;1998
N394DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N394DL;33;767-324;1;Fixed Wing Multi-Engine;1995
N394DX;33;A321-211;1;Fixed Wing Multi-Engine;2019
N395AN;30;767-323;1;Fixed Wing Multi-Engine;1998
N395DN;33;737-832;1;Fixed Wing Multi-Engine;2000
N395DZ;33;A321-211;1;Fixed Wing Multi-Engine;2019
N395HA;45;A330-243;1;Fixed Wing Multi-Engine;2013
N396AN;16;767-323;1;Fixed Wing Multi-Engine;1999
N396DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N396DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N396HA;45;A330-243;1;Fixed Wing Multi-Engine;2014
N39726;93;737-724;1;Fixed Wing Multi-Engine;1999
N39728;89;737-724;1;Fixed Wing Multi-Engine;1999
N397AN;16;767-323ER;1;Fixed Wing Multi-Engine;1999
N397DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N397DN;33;A321-211;1;Fixed Wing Multi-Engine;2019
N398AN;16;767-323;1;Fixed Wing Multi-Engine;1999
N398CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N398DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N398DN;21;A321-211;1;Fixed Wing Multi-Engine;2020
N399AN;16;767-323;1;Fixed Wing Multi-Engine;1999
N399DA;33;737-832;1;Fixed Wing Multi-Engine;2000
N399HA;45;A330-243;1;Fixed Wing Multi-Engine;2014
N4005X;16;A319-115;1;Fixed Wing Multi-Engine;2013
N400AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N400SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N400WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N401AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N401UA;89;A320-232;1;Fixed Wing Multi-Engine;1993
N401WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N401YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N402AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N402AS;11;737-990ER;1;Fixed Wing Multi-Engine;2012
N402DX;21;A330-941;1;Fixed Wing Multi-Engine;2019
N402SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N402UA;89;A320-232;1;Fixed Wing Multi-Engine;1993
N402WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N402YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N4032T;16;A319-115;1;Fixed Wing Multi-Engine;2015
N403AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N403AS;11;737-990ER;1;Fixed Wing Multi-Engine;2012
N403DX;33;A330-941;1;Fixed Wing Multi-Engine;2019
N403SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N403UA;89;A320-232;1;Fixed Wing Multi-Engine;1993
N403WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N403YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N404AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N404DX;33;A330-941;1;Fixed Wing Multi-Engine;2019
N404SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N404UA;89;A320-232;1;Fixed Wing Multi-Engine;1993
N404WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N404YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N405AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N405SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N405UA;89;A320-232;1;Fixed Wing Multi-Engine;1993
N405WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N405YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N406AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N406UA;89;A320-232;1;Fixed Wing Multi-Engine;1994
N406WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N406YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N407AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N407AS;11;737-990ER;1;Fixed Wing Multi-Engine;2012
N407SW;60;CL-600-2B19;1;Fixed Wing Multi-Engine;1994
N407UA;89;A320-232;1;Fixed Wing Multi-Engine;1994
N407WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N407YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N408AN;90;A321-253NX;1;Fixed Wing Multi-Engine;2019
N408AS;11;737-990ER;1;Fixed Wing Multi-Engine;2012
N408UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N408WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N408YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N409AA;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N409AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N409UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N409WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N409YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N410AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2019
N410UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N410WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N410YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N41135;89;757-224;1;Fixed Wing Multi-Engine;1999
N41140;89;757-224;1;Fixed Wing Multi-Engine;2000
N411AN;21;A321-253NX;1;Fixed Wing Multi-Engine;None
N411UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N411WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N411YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N412UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N412UW;16;A321-253NX;1;Fixed Wing Multi-Engine;2019
N412WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N412YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N413AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N413UA;89;A320-232;1;Fixed Wing Multi-Engine;1994
N413WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N413YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N414AL;90;A321-253NX;1;Fixed Wing Multi-Engine;2020
N414UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N414WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N414YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N415AN;90;A321-253NX;1;Fixed Wing Multi-Engine;2020
N415UA;87;A320-232;1;Fixed Wing Multi-Engine;1994
N415WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N415YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N416AN;16;A321-253NX;1;Fixed Wing Multi-Engine;2020
N416UA;89;A320-232;1;Fixed Wing Multi-Engine;1994
N416WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N416YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N417AN;21;A321-253NX;1;Fixed Wing Multi-Engine;2020
N417SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N417UA;89;A320-232;1;Fixed Wing Multi-Engine;1994
N417WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N417YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N418SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2000
N418UA;93;A320-232;1;Fixed Wing Multi-Engine;1994
N418WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N418YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N419AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N419UA;87;A320-232;1;Fixed Wing Multi-Engine;1994
N419WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N419YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2013
N420UA;87;A320-232;1;Fixed Wing Multi-Engine;1994
N420WN;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N420YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N421LV;80;737-7H4;1;Fixed Wing Multi-Engine;2001
N421UA;87;A320-232;1;Fixed Wing Multi-Engine;1994
N421YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N422UA;87;A320-232;1;Fixed Wing Multi-Engine;1995
N422WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N422YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N423AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N423SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2000
